2019-12-27 00:00:00 Launching analysis for 1401383834 with LEAN Engine v2.5.0.0
2020-06-03 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $323.34
2020-06-04 16:00:00 2020-06-04 15:55:00 >> Portfolio Value: $103057.70, Cash: $82250.02
2020-06-04 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $325.12
2020-06-05 16:00:00 2020-06-05 15:55:00 >> Portfolio Value: $102878.50, Cash: $82250.02
2020-06-05 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $322.32
2020-06-08 16:00:00 2020-06-08 15:55:00 >> Portfolio Value: $103466.02, Cash: $82250.02
2020-06-08 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $331.50
2020-06-09 16:00:00 2020-06-09 15:55:00 >> Portfolio Value: $103591.46, Cash: $82250.02
2020-06-09 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $333.46
2020-06-10 16:00:00 2020-06-10 15:55:00 >> Portfolio Value: $104265.38, Cash: $82250.02
2020-06-10 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $343.99
2020-06-10 16:00:00 2020-06-10 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $352.84 (+10% from last buy)
2020-06-11 16:00:00 2020-06-11 15:55:00 >> Portfolio Value: $104831.78, Cash: $82250.02
2020-06-11 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $352.84
2020-06-12 16:00:00 2020-06-12 15:55:00 >> Portfolio Value: $103747.62, Cash: $82250.02
2020-06-12 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $335.90
2020-06-15 16:00:00 2020-06-15 15:55:00 >> Portfolio Value: $103933.22, Cash: $82250.02
2020-06-15 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $338.80
2020-06-16 16:00:00 2020-06-16 15:55:00 >> Portfolio Value: $104201.38, Cash: $82250.02
2020-06-16 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $342.99
2020-06-16 16:00:00 2020-06-16 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $352.08 (+10% from last buy)
2020-06-17 16:00:00 2020-06-17 15:55:00 >> Portfolio Value: $104783.14, Cash: $82250.02
2020-06-17 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $352.08
2020-06-17 16:00:00 2020-06-17 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $351.59 (+10% from last buy)
2020-06-18 16:00:00 2020-06-18 15:55:00 >> Portfolio Value: $104751.78, Cash: $82250.02
2020-06-18 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $351.59
2020-06-18 16:00:00 2020-06-18 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $351.73 (+10% from last buy)
2020-06-19 16:00:00 2020-06-19 15:55:00 >> Portfolio Value: $104760.74, Cash: $82250.02
2020-06-19 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $351.73
2020-06-22 16:00:00 2020-06-22 15:55:00 >> Portfolio Value: $104632.10, Cash: $82250.02
2020-06-22 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $349.72
2020-06-22 16:00:00 2020-06-22 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $358.87 (+10% from last buy)
2020-06-23 16:00:00 2020-06-23 15:55:00 >> Portfolio Value: $105217.70, Cash: $82250.02
2020-06-23 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $358.87
2020-06-23 16:00:00 2020-06-23 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $366.53 (+10% from last buy)
2020-06-24 16:00:00 2020-06-24 15:55:00 >> Portfolio Value: $105707.94, Cash: $82250.02
2020-06-24 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $366.53
2020-06-24 16:00:00 2020-06-24 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $360.06 (+10% from last buy)
2020-06-25 16:00:00 2020-06-25 15:55:00 >> Portfolio Value: $105293.86, Cash: $82250.02
2020-06-25 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $360.06
2020-06-25 16:00:00 2020-06-25 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $364.84 (+10% from last buy)
2020-06-26 16:00:00 2020-06-26 15:55:00 >> Portfolio Value: $105599.78, Cash: $82250.02
2020-06-26 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $364.84
2020-06-26 16:00:00 2020-06-26 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $353.63 (+10% from last buy)
2020-06-29 16:00:00 2020-06-29 15:55:00 >> Portfolio Value: $104882.34, Cash: $82250.02
2020-06-29 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $353.63
2020-06-29 16:00:00 2020-06-29 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $361.78 (+10% from last buy)
2020-06-30 16:00:00 2020-06-30 15:55:00 >> Portfolio Value: $105403.94, Cash: $82250.02
2020-06-30 16:00:00    AAPL: 64.0 shares, Avg Price: $279.17, Current: $361.78
2020-06-30 16:00:00 2020-06-30 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $364.80 (+10% from last buy)
2020-07-01 10:00:00 2020-07-01 10:00:00 >> Monthly rebalancing to target allocations
2020-07-01 10:00:00 2020-07-01 10:00:00 >> Skipping MSFT: No data available.
2020-07-01 10:00:00 2020-07-01 10:00:00 >> Skipping XOM: No data available.
2020-07-01 10:00:00 2020-07-01 10:00:00 >> Skipping GOLD: No data available.
2020-07-01 10:00:00 2020-07-01 10:00:00 >> Skipping NEE: No data available.
2020-07-01 16:00:00 2020-07-01 15:55:00 >> Portfolio Value: $105596.22, Cash: $84802.62
2020-07-01 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $364.80
2020-07-02 16:00:00 2020-07-02 15:55:00 >> Portfolio Value: $105556.89, Cash: $84802.62
2020-07-02 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $364.11
2020-07-06 16:00:00 2020-07-06 15:55:00 >> Portfolio Value: $105556.89, Cash: $84802.62
2020-07-06 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $364.11
2020-07-07 16:00:00 2020-07-07 15:55:00 >> Portfolio Value: $106112.07, Cash: $84802.62
2020-07-07 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $373.85
2020-07-08 16:00:00 2020-07-08 15:55:00 >> Portfolio Value: $106045.95, Cash: $84802.62
2020-07-08 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $372.69
2020-07-09 16:00:00 2020-07-09 15:55:00 >> Portfolio Value: $106540.71, Cash: $84802.62
2020-07-09 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $381.37
2020-07-10 16:00:00 2020-07-10 15:55:00 >> Portfolio Value: $106618.23, Cash: $84802.62
2020-07-10 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $382.73
2020-07-13 16:00:00 2020-07-13 15:55:00 >> Portfolio Value: $106672.38, Cash: $84802.62
2020-07-13 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $383.68
2020-07-14 16:00:00 2020-07-14 15:55:00 >> Portfolio Value: $106571.49, Cash: $84802.62
2020-07-14 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $381.91
2020-07-15 16:00:00 2020-07-15 15:55:00 >> Portfolio Value: $106931.73, Cash: $84802.62
2020-07-15 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $388.23
2020-07-16 16:00:00 2020-07-16 15:55:00 >> Portfolio Value: $107083.92, Cash: $84802.62
2020-07-16 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $390.90
2020-07-17 16:00:00 2020-07-17 15:55:00 >> Portfolio Value: $106809.75, Cash: $84802.62
2020-07-17 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $386.09
2020-07-20 16:00:00 2020-07-20 15:55:00 >> Portfolio Value: $106765.29, Cash: $84802.62
2020-07-20 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $385.31
2020-07-21 16:00:00 2020-07-21 15:55:00 >> Portfolio Value: $107228.13, Cash: $84802.62
2020-07-21 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $393.43
2020-07-22 16:00:00 2020-07-22 15:55:00 >> Portfolio Value: $106918.62, Cash: $84802.62
2020-07-22 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $388.00
2020-07-23 16:00:00 2020-07-23 15:55:00 >> Portfolio Value: $106980.75, Cash: $84802.62
2020-07-23 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $389.09
2020-07-24 16:00:00 2020-07-24 15:55:00 >> Portfolio Value: $105971.28, Cash: $84802.62
2020-07-24 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $371.38
2020-07-27 16:00:00 2020-07-27 15:55:00 >> Portfolio Value: $105918.84, Cash: $84802.62
2020-07-27 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $370.46
2020-07-28 16:00:00 2020-07-28 15:55:00 >> Portfolio Value: $106419.30, Cash: $84802.62
2020-07-28 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $379.24
2020-07-29 16:00:00 2020-07-29 15:55:00 >> Portfolio Value: $106064.19, Cash: $84802.62
2020-07-29 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $373.01
2020-07-30 16:00:00 2020-07-30 15:55:00 >> Portfolio Value: $106471.74, Cash: $84802.62
2020-07-30 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $380.16
2020-07-31 16:00:00 2020-07-31 15:55:00 >> Portfolio Value: $106733.94, Cash: $84802.62
2020-07-31 16:00:00    AAPL: 57.0 shares, Avg Price: $279.17, Current: $384.76
2020-07-31 16:00:00 2020-07-31 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $425.04 (+10% from last buy)
2020-08-03 10:00:00 2020-08-03 10:00:00 >> Monthly rebalancing to target allocations
2020-08-03 10:00:00 2020-08-03 10:00:00 >> Skipping MSFT: No data available.
2020-08-03 10:00:00 2020-08-03 10:00:00 >> Skipping XOM: No data available.
2020-08-03 10:00:00 2020-08-03 10:00:00 >> Skipping GOLD: No data available.
2020-08-03 10:00:00 2020-08-03 10:00:00 >> Skipping NEE: No data available.
2020-08-03 16:00:00 2020-08-03 15:55:00 >> Portfolio Value: $109028.90, Cash: $87351.86
2020-08-03 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $425.04
2020-08-04 16:00:00 2020-08-04 15:55:00 >> Portfolio Value: $109575.11, Cash: $87351.86
2020-08-04 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $435.75
2020-08-05 16:00:00 2020-08-05 15:55:00 >> Portfolio Value: $109723.52, Cash: $87351.86
2020-08-05 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $438.66
2020-08-06 16:00:00 2020-08-06 15:55:00 >> Portfolio Value: $109804.61, Cash: $87351.86
2020-08-06 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $440.25
2020-08-07 16:00:00 2020-08-07 15:55:00 >> Portfolio Value: $110629.79, Cash: $87393.68
2020-08-07 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $455.61
2020-08-10 16:00:00 2020-08-10 15:55:00 >> Portfolio Value: $110060.63, Cash: $87393.68
2020-08-10 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $444.45
2020-08-11 16:00:00 2020-08-11 15:55:00 >> Portfolio Value: $110390.09, Cash: $87393.68
2020-08-11 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $450.91
2020-08-12 16:00:00 2020-08-12 15:55:00 >> Portfolio Value: $109706.18, Cash: $87393.68
2020-08-12 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $437.50
2020-08-13 16:00:00 2020-08-13 15:55:00 >> Portfolio Value: $110447.72, Cash: $87393.68
2020-08-13 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $452.04
2020-08-14 16:00:00 2020-08-14 15:55:00 >> Portfolio Value: $110855.72, Cash: $87393.68
2020-08-14 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $460.04
2020-08-17 16:00:00 2020-08-17 15:55:00 >> Portfolio Value: $110834.81, Cash: $87393.68
2020-08-17 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $459.63
2020-08-18 16:00:00 2020-08-18 15:55:00 >> Portfolio Value: $110773.61, Cash: $87393.68
2020-08-18 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $458.43
2020-08-19 16:00:00 2020-08-19 15:55:00 >> Portfolio Value: $110968.43, Cash: $87393.68
2020-08-19 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $462.25
2020-08-20 16:00:00 2020-08-20 15:55:00 >> Portfolio Value: $110998.01, Cash: $87393.68
2020-08-20 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $462.83
2020-08-20 16:00:00 2020-08-20 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $473.10 (+10% from last buy)
2020-08-21 16:00:00 2020-08-21 15:55:00 >> Portfolio Value: $111521.78, Cash: $87393.68
2020-08-21 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $473.10
2020-08-21 16:00:00 2020-08-21 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $497.48 (+10% from last buy)
2020-08-24 16:00:00 2020-08-24 15:55:00 >> Portfolio Value: $112765.16, Cash: $87393.68
2020-08-24 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $497.48
2020-08-24 16:00:00 2020-08-24 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $503.43 (+10% from last buy)
2020-08-25 16:00:00 2020-08-25 15:55:00 >> Portfolio Value: $113068.61, Cash: $87393.68
2020-08-25 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $503.43
2020-08-25 16:00:00 2020-08-25 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $499.30 (+10% from last buy)
2020-08-26 16:00:00 2020-08-26 15:55:00 >> Portfolio Value: $112857.98, Cash: $87393.68
2020-08-26 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $499.30
2020-08-26 16:00:00 2020-08-26 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $506.09 (+10% from last buy)
2020-08-27 16:00:00 2020-08-27 15:55:00 >> Portfolio Value: $113204.27, Cash: $87393.68
2020-08-27 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $506.09
2020-08-27 16:00:00 2020-08-27 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $500.04 (+10% from last buy)
2020-08-28 16:00:00 2020-08-28 15:55:00 >> Portfolio Value: $112895.72, Cash: $87393.68
2020-08-28 16:00:00    AAPL: 51.0 shares, Avg Price: $279.17, Current: $500.04
2020-08-28 16:00:00 2020-08-28 16:00:00 >> SIGNAL: Consider selling covered call on AAPL at $499.23 (+10% from last buy)
2020-08-31 16:00:00 2020-08-31 15:55:00 >> Portfolio Value: $112854.41, Cash: $87393.68
2020-08-31 16:00:00    AAPL: 204.0 shares, Avg Price: $69.79, Current: $124.81
2020-08-31 16:00:00 2020-08-31 16:00:00 >> DCA: Bought additional 20 shares of AAPL at $129.04 (price dropped 5% below last buy)
2020-08-31 16:00:00 2020-08-31 16:00:00 >> SIGNAL: Consider buying protective put on AAPL at $129.04 (-10% from last buy)
2020-09-01 10:00:00 2020-09-01 10:00:00 >> Monthly rebalancing to target allocations
2020-09-01 10:00:00 2020-09-01 10:00:00 >> Skipping MSFT: No data available.
2020-09-01 10:00:00 2020-09-01 10:00:00 >> Skipping XOM: No data available.
2020-09-01 10:00:00 2020-09-01 10:00:00 >> Skipping GOLD: No data available.
2020-09-01 10:00:00 2020-09-01 10:00:00 >> Skipping NEE: No data available.
2020-09-01 16:00:00 2020-09-01 15:55:00 >> Portfolio Value: $113716.84, Cash: $93715.64
2020-09-01 16:00:00    AAPL: 155.0 shares, Avg Price: $69.79, Current: $129.04
2020-09-02 16:00:00 2020-09-02 15:55:00 >> Portfolio Value: $114537.94, Cash: $91056.44
2020-09-02 16:00:00    AAPL: 175.0 shares, Avg Price: $77.01, Current: $134.18
2020-09-03 16:00:00 2020-09-03 15:55:00 >> Portfolio Value: $114051.44, Cash: $91056.44
2020-09-03 16:00:00    AAPL: 175.0 shares, Avg Price: $77.01, Current: $131.40
2020-09-03 16:00:00 2020-09-03 16:00:00 >> DCA: Bought additional 17 shares of AAPL at $120.88 (price dropped 5% below last buy)
2020-09-04 16:00:00 2020-09-04 15:55:00 >> Portfolio Value: $112210.44, Cash: $91056.44
2020-09-04 16:00:00    AAPL: 175.0 shares, Avg Price: $77.01, Current: $120.88
2020-09-08 16:00:00 2020-09-08 15:55:00 >> Portfolio Value: $112239.76, Cash: $89015.44
2020-09-08 16:00:00    AAPL: 192.0 shares, Avg Price: $80.81, Current: $120.96
2020-09-08 16:00:00 2020-09-08 16:00:00 >> DCA: Bought additional 19 shares of AAPL at $112.82 (price dropped 5% below last buy)
2020-09-09 16:00:00 2020-09-09 15:55:00 >> Portfolio Value: $110676.88, Cash: $89015.44
2020-09-09 16:00:00    AAPL: 192.0 shares, Avg Price: $80.81, Current: $112.82
2020-09-10 16:00:00 2020-09-10 15:55:00 >> Portfolio Value: $111540.26, Cash: $86785.74
2020-09-10 16:00:00    AAPL: 211.0 shares, Avg Price: $84.10, Current: $117.32
2020-09-11 16:00:00 2020-09-11 15:55:00 >> Portfolio Value: $110732.13, Cash: $86785.74
2020-09-11 16:00:00    AAPL: 211.0 shares, Avg Price: $84.10, Current: $113.49
2020-09-14 16:00:00 2020-09-14 15:55:00 >> Portfolio Value: $110417.74, Cash: $86785.74
2020-09-14 16:00:00    AAPL: 211.0 shares, Avg Price: $84.10, Current: $112.00
2020-09-15 16:00:00 2020-09-15 15:55:00 >> Portfolio Value: $111125.65, Cash: $86785.74
2020-09-15 16:00:00    AAPL: 211.0 shares, Avg Price: $84.10, Current: $115.36
2020-09-16 16:00:00 2020-09-16 15:55:00 >> Portfolio Value: $111164.68, Cash: $86785.74
2020-09-16 16:00:00    AAPL: 211.0 shares, Avg Price: $84.10, Current: $115.54
2020-09-17 16:00:00 2020-09-17 15:55:00 >> Portfolio Value: $110445.17, Cash: $86785.74
2020-09-17 16:00:00    AAPL: 211.0 shares, Avg Price: $84.10, Current: $112.13
2020-09-18 16:00:00 2020-09-18 15:55:00 >> Portfolio Value: $110067.48, Cash: $86785.74
2020-09-18 16:00:00    AAPL: 211.0 shares, Avg Price: $84.10, Current: $110.34
2020-09-18 16:00:00 2020-09-18 16:00:00 >> DCA: Bought additional 21 shares of AAPL at $106.84 (price dropped 5% below last buy)
2020-09-21 16:00:00 2020-09-21 15:55:00 >> Portfolio Value: $109328.98, Cash: $86785.74
2020-09-21 16:00:00    AAPL: 211.0 shares, Avg Price: $84.10, Current: $106.84
2020-09-22 16:00:00 2020-09-22 15:55:00 >> Portfolio Value: $110128.38, Cash: $84589.82
2020-09-22 16:00:00    AAPL: 232.0 shares, Avg Price: $85.95, Current: $110.08
2020-09-23 16:00:00 2020-09-23 15:55:00 >> Portfolio Value: $110529.74, Cash: $84589.82
2020-09-23 16:00:00    AAPL: 232.0 shares, Avg Price: $85.95, Current: $111.81
2020-09-24 16:00:00 2020-09-24 15:55:00 >> Portfolio Value: $109441.66, Cash: $84589.82
2020-09-24 16:00:00    AAPL: 232.0 shares, Avg Price: $85.95, Current: $107.12
2020-09-25 16:00:00 2020-09-25 15:55:00 >> Portfolio Value: $109696.86, Cash: $84589.82
2020-09-25 16:00:00    AAPL: 232.0 shares, Avg Price: $85.95, Current: $108.22
2020-09-28 16:00:00 2020-09-28 15:55:00 >> Portfolio Value: $110638.78, Cash: $84589.82
2020-09-28 16:00:00    AAPL: 232.0 shares, Avg Price: $85.95, Current: $112.28
2020-09-29 16:00:00 2020-09-29 15:55:00 >> Portfolio Value: $111260.54, Cash: $84589.82
2020-09-29 16:00:00    AAPL: 232.0 shares, Avg Price: $85.95, Current: $114.96
2020-09-30 16:00:00 2020-09-30 15:55:00 >> Portfolio Value: $111058.70, Cash: $84589.82
2020-09-30 16:00:00    AAPL: 232.0 shares, Avg Price: $85.95, Current: $114.09
2020-10-01 10:00:00 2020-10-01 10:00:00 >> Monthly rebalancing to target allocations
2020-10-01 10:00:00 2020-10-01 10:00:00 >> Skipping MSFT: No data available.
2020-10-01 10:00:00 2020-10-01 10:00:00 >> Skipping XOM: No data available.
2020-10-01 10:00:00 2020-10-01 10:00:00 >> Skipping GOLD: No data available.
2020-10-01 10:00:00 2020-10-01 10:00:00 >> Skipping NEE: No data available.
2020-10-01 16:00:00 2020-10-01 15:55:00 >> Portfolio Value: $111456.74, Cash: $89221.22
2020-10-01 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $115.81
2020-10-02 16:00:00 2020-10-02 15:55:00 >> Portfolio Value: $111644.90, Cash: $89221.22
2020-10-02 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $116.79
2020-10-05 16:00:00 2020-10-05 15:55:00 >> Portfolio Value: $110921.06, Cash: $89221.22
2020-10-05 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $113.02
2020-10-06 16:00:00 2020-10-06 15:55:00 >> Portfolio Value: $111589.22, Cash: $89221.22
2020-10-06 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $116.50
2020-10-07 16:00:00 2020-10-07 15:55:00 >> Portfolio Value: $110947.94, Cash: $89221.22
2020-10-07 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $113.16
2020-10-08 16:00:00 2020-10-08 15:55:00 >> Portfolio Value: $111316.58, Cash: $89221.22
2020-10-08 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $115.08
2020-10-09 16:00:00 2020-10-09 15:55:00 >> Portfolio Value: $111295.46, Cash: $89221.22
2020-10-09 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $114.97
2020-10-12 16:00:00 2020-10-12 15:55:00 >> Portfolio Value: $111679.46, Cash: $89221.22
2020-10-12 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $116.97
2020-10-13 16:00:00 2020-10-13 15:55:00 >> Portfolio Value: $113106.02, Cash: $89221.22
2020-10-13 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $124.40
2020-10-14 16:00:00 2020-10-14 15:55:00 >> Portfolio Value: $112472.42, Cash: $89221.22
2020-10-14 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $121.10
2020-10-15 16:00:00 2020-10-15 15:55:00 >> Portfolio Value: $112489.70, Cash: $89221.22
2020-10-15 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $121.19
2020-10-16 16:00:00 2020-10-16 15:55:00 >> Portfolio Value: $112397.54, Cash: $89221.22
2020-10-16 16:00:00    AAPL: 192.0 shares, Avg Price: $85.95, Current: $120.71
